5794227077644751678,1,"@дневники: сервис онлайн тексты в Омск, Уфа (Российской - продажа которватизатором Лингво-лаборы | кварики Земельные",1,2013-07-15 15:58:11,2013-07-15,38,833661013,229,5981321211911402086,0,44,7,"http://bdsm_position/2624217,2013-07-01:2013/frl-4/transport.ru/google%2F",https://go.mail/folders/list.html?page1=&int[29787247d0b65d0d26q7a03919605746899_0&geo_state/aparts/symbian-husky/15/20/4/women.aspx?From=&power_name/74/aunt1976873&text,0,14550,952,15014,519,1996,1781,37,0,0,,0,0,15,D�,1,1,0,0,,,2033152,3,2,один инструктура птахани нюши смотреть краси,0,0,1437,620,135,2013-07-15 10:57:05,4,1,31337,0,windows-1251;charset,1601,0,0,0,4756008494511103382,,1039584606,0,0,0,0,0,5,2013-07-15 00:59:52,0,0,0,0,0,913971806,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,1432864916103518808,-2383690008798002121,0
6526168620314127453,1,"@дневники: сервис онлайн тексты в Омск, Уфа (Российской - продажа которватизатором Лингво-лаборы | кварики Земельные",1,2013-07-15 15:58:11,2013-07-15,38,833661013,229,5981321211911402086,0,44,7,"http://bdsm_position/2624217,2013-07-01:2013/frl-4/transport.ru/google%2F",https://go.mail/folders/list.html?page1=&int[29787247d0b65d0d26q7a03919605746899_0&geo_state/aparts/symbian-husky/15/20/4/women.aspx?From=&power_name/74/aunt1976873&text,1,14550,952,15014,519,1996,1781,37,0,0,,0,0,15,D�,1,1,0,0,,,2033152,3,2,один инструктура птахани нюши смотреть краси,0,1,1437,620,135,2013-07-15 10:57:05,4,1,31337,0,windows-1251;charset,1601,0,0,0,4756008494511103382,,1039584606,0,0,0,0,0,5,2013-07-15 00:59:52,0,0,0,0,0,913971806,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,1432864916103518808,-2383690008798002121,0
5901375477503871871,1,,1,2013-07-14 22:59:22,2013-07-15,59,-345513905,229,8847014163651132045,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB-FIREBALL LAKE, ROGERS-FAR EAST (EPISODE%3DfdSMzAwfeSNDAwNTIzNA%26url%3D//ads--googleusers",https://google.com/fee=меньше,0,14550,952,9500,520,1250,730,23,15,7,700,0,0,17,D�,1,1,0,0,,,2095433,1,0,,0,0,484,123,135,2013-07-15 19:34:13,4,1,31337,0,windows,1601,0,0,0,6422051822573226718,"http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%D1%85%25253D278885%25253D661%2C700%20(compatible%3B%20U%3B%20.NET4.0C%3B%20%D0%B8%D0%B0%D0%BE%D0%B8/%D0%BB%D1%8C%D0%B4%D0%B0%D1%81%D0%B8&op_categories=20&pt=b&pd=6&pvno=2&evlg=VC,4;VL,199;IC,10899865",553223013,0,0,0,0,0,g,2013-07-15 18:35:22,31,1,3,2812,0,-636626896,54581,-1,14,S0,h1,,,0,0,0,0,337,1,0,0,,0,,NH,0,,,,,,,,,,,0,-2731499718001795595,-9195911304778208355,0
8463050186428703330,1,,1,2013-07-14 22:59:35,2013-07-15,59,-345513905,229,8847014163651132045,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB-FIREBALL LAKE, ROGERS-FAR EAST (EPISODE%3DfdSMzAwfeSNDAwNTIzNA%26url%3D//ads--googleusers",,0,0,0,9500,520,1250,730,23,15,7,700,0,0,17,D�,1,1,0,0,,,2095433,0,0,,0,1,484,119,135,2013-07-15 19:34:28,4,1,31337,0,windows,1601,0,0,1,6422051822573226718,"http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%D1%85%25253D278885%25253D661%2C700%20(compatible%3B%20U%3B%20.NET4.0C%3B%20%D0%B8%D0%B0%D0%BE%D0%B8/%D0%BB%D1%8C%D0%B4%D0%B0%D1%81%D0%B8&op_categories=20&pt=b&pd=6&pvno=2&evlg=VC,4;VL,199;IC,10899865",553223013,0,0,0,1,0,5,2013-07-15 18:35:36,31,1,3,2812,0,-636626896,54581,-1,14,S0,h1,,,0,53,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-9195911304778208355,0
5499075227071345327,0,,1,2013-07-15 04:08:40,2013-07-15,59,2142899433,229,1093779918308441759,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOBBY-ROSS 5_1_1_p_5.html?page.googlebsk/detail.yandex.ru/real-estate/rent/page3/?er=2630087",https://google.com/fee=меньше,0,14550,952,9500,520,1917,554,23,15,7,700,0,0,17,D�,1,1,0,0,,,3314405,1,0,,0,0,253,123,135,2013-07-15 19:53:39,0,0,0,0,windows,1601,0,0,0,5563141957308927890,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%29&op_product_id=218&aN=Netscape&aV=5.0%20%D0%B6%D1%88%D0%BB%D1%81%D0%BD%D0%94+%D0%B3%D0%B0%25B8%20%D0%BD%D0%B3%D0%BA%D0%B3+sv10344-7cec-92f4-454194%25D0%2526width%253D278885%25253D0%2526nid%2526ar,568114838,0,0,0,0,0,g,2013-07-15 04:07:03,0,0,0,0,0,1585018981,32593,-1,31,S0,h1,,,0,0,0,0,1317,2,0,0,,0,,NH,0,,,,,,,,,,,0,-2731499718001795595,-4176275800424858616,0
8643976410994852393,1,Приморск - IRR.ru,1,2013-07-15 11:57:59,2013-07-15,62,-368349869,11076,-8451383847271304007,0,68,4,"http://irr.ru/index.php?showalbum/login-asm.ru/topics_ford_tau/default.ru/real-estate/rent/longhi/?type=tablet PC 6.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET CLR 3.0.30729; RSK MiG)&bL=ru&cE=true&uA=Mozilla%2F5.0 (Windows NT 6.1; rv:22.0) AppleWebKit%2F4.0; Windows NT 6.1) AppleWebKit%2F5.0 (Windows NT 6.1; MRSPUTNIK 2, 4, 1, 1382&prr=2&currency=1#countpage.googlebsk/detail/553/6/women.aspx#locations[0][subcategoriya","http://state=19945206/foto-4/login_hoodorkov%2FII-nrWQwQ==&isExclusive=&page=0&drive_type=profile/moscow.ru/yandex.ru/Web/price_do=750056;0,1&x-emain.aspx?sort=newly&bid=1018525/city_id]=0&options[0][category_id=198464&numphoto=450000 до 3000000&price_do=&currency=1&target=search?text=аоутилиса 42&win=74&text=может из кабачки 2&clid=190&input_who2=1&input_age2/?sob=1&price_ot=&price=24&sort=price_ot=&price=ментарных узбек комби 2013 13 вступлететь&where=all&filmId=tnT1Ua7BISG4ASa24GgCw&usg=AFQjCNG8v3aPw&sig2=KLC6twF6nOeeoUXI&where=all&filmId=OT21oCwDQ&usg=AFQjCNGwNUKYcrjysJ4T5iiQfCtgWpzInjUcmhKaGJXa3Vj$EpwZG1WMGFXNHVjblV2Wm05eWRTNXlaVVdVFkeGFtS1RRZZJqmO4gS0lIDYCA&usg=AFQjCNG8CkXy49Qh7yXE3XwZiVaZywht6Ek2mA&bvm=bv.49478099,d.bGE&cad=rjt&fu=0&input_age11",0,10813,952,9500,520,1828,1126,23,15,7,700,0,0,4,D�,1,1,0,0,,,2944041,-1,0,,0,0,1090,929,243,2013-07-15 00:23:52,0,0,0,0,windows,1601,0,0,0,5794129639361175647,"http%25253Dad.adriver.ru/chev/view=%D0%BC%D0%A2%D0%94%D0%BE%D0%BB%D0%B6%D0%BA%D0%BD%D0%B4%D0%BC%D0%BB%D1%8C%D0%BF%D0%BD%D0%B8%D1%82%D0%BC%20%D1%83%D1%81%D1%8C%D1%81%D0%BC%D0%BE%D0%B8%D0%B7%D1%8F%20-%20%D0%9A%D0%BE%D0%BE+80/page_type=categoriya%2Fdlia-zhieniia-i-aksierghi%2F%3Ftyp%3DPOR%26aktion%20Yx)&bL=ru&cE=true&uA=Mozilla%2Fmaps.yandex.ru&pvid=13733186629%25252f7769%252Fru_RU%2526custom%2526sid%253D43%25252d05.adriver.ru/sergiev%2F&sr=&title=%CF%E0%ED&submit&s=meinyj-s-printosh%3B%20.NET%206.1%3B%20rv%3A22.0)%20ARM%3B%20rv%3A22.0&he=768&wi=1366&butto.bigstashka-chernyj-9073182867&pvno=2&evlg=VC,172694918%2C4322%2C9127446&pvno=2&evlg=VC,1;VL,576;IC,366;IC,844;IC,11195%2C96224397229%252526ad%2525253A//edp2.adriver.ru/exp?sid=3205&bt=7&bn=1&body_1.mp3.ucoz",706951821,0,0,0,0,0,5,2013-07-15 18:31:14,31,1,3,3846,23,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,1893597573866962383,2211647661768202593,0
5372359420976806227,1,Приморск - IRR.ru,1,2013-07-15 12:27:20,2013-07-15,62,1071066935,229,-5941294755616648421,0,44,7,http://irr.ru/index.php?showalbum/login=milands=lexus 7 Pro 5 games_for_real-estate/out-of-town/household_apps.google.ru/beluga.ru/anitary_id=91924_UltraISO/,"http://state=19945206/foto-4/login.aspx?sortfield_count down=1&currency=RUR/page5/&docid=57161623&tails&id=19554530&lr=38&msgid=195548455=14998.31.26319/2/page=15#/viewtopic,1174029985930&win=82&lr=213&text=суп подряд&clid=9403&lr",0,10813,952,9500,520,1396,719,23,15,7,800.94,0,0,12,D�,1,1,0,0,,,1506221,-1,0,,0,0,1298,306,135,2013-07-15 15:58:42,4,1,31337,0,windows,1601,0,0,0,5382182607748339644,,789041499,0,0,0,0,0,5,2013-07-15 10:54:27,50,2,2,0,0,1547096432,-1,-1,-1,S0,h1,,,0,0,0,0,887,4,248,0,,0,,NH,0,,,,,,,,,,,0,815030343515501582,7179702200244607874,0
7682172263589864717,1,,1,2013-07-15 17:09:18,2013-07-15,59,2033916265,71,365188802991598369,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOBBYHrFz7KuV8gE&where=all&film/5501370&pvno=2&evlg=VC,1;VL,221;IC,2741189.html?1=1&city[3]=91&model=0&stars/passenger/toyota/request-hotels/othes/1022010 до 4/age_type=googlead%26version%2F12",https://google.com/fee=меньше,0,14550,952,9500,520,1828,1126,23,15,7,700,0,0,17,D�,1,1,0,0,,,1890503,1,0,,0,0,408,123,322,2013-07-14 22:12:26,4,1,31337,0,windows,1601,0,0,0,6860543721748824050,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%20%D1%8F%20%D0%BE%D0%B0%D1%8F%20-%20%D0%B2%D0%BD%D0%BE%D0%B8%D0%B5%D0%B5%20%D1%81%D0%B9%20-%20%D0%BE%D0%BB%D1%8C%D0%B4%D0%B0%D1%81%D0%B8&op_categoriya%2F9.80%20%D0%B8%20%20(Windows%20NT%206,860731763,0,0,0,0,0,5,2013-07-15 18:50:51,0,0,0,0,0,2003846917,25514,-1,2,S0,h1,,,0,0,5,114,1661,0,0,0,,0,,NH,0,,,,,,,,,,,0,-2731499718001795595,5029626060740394357,0
6702784790050400497,0,,1,2013-07-15 17:16:25,2013-07-15,59,1318468265,224,1123982197162343121,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB - Lose Mac OS 6_1_3 like Gecko%2F%2Fwwww.bonprix.ru/games.ru/showCamp&cid=577&oki=1&op_page-2.html?1=1&cid=73&text/TTK26UXI&where=all&filmId=akURAFuZUXI&where=all&film/723/metrov/mepps.googleuser",https://google.com/fee=меньше,0,14550,952,9500,520,1368,554,23,15,2,502,0,0,11,D�,1,1,0,0,,,3453412,1,0,,0,0,408,123,135,2013-07-15 00:22:05,0,0,0,0,windows,1601,0,0,0,6240954510690257503,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%20%D0%B5&where=all&text=%D1%8C%20%20%D0%B5%D0%BD%D1%82%D0%BC%D0%B0%D0%BE%D1%8F%20%D0%B0%20(KHTML%2C%20like%20Gecko%2F27.0.963.47%20%D0%B8%D1%81%D0%B5%D1%80%D0%B0%D0%B9_%D0%BA%D0%B1%D1%81%D1,83872441,0,0,0,0,0,5,2013-07-15 05:11:06,31,1,3,2082,65,1498445323,12720,-1,22,S0,h1,,,0,0,0,110,500,0,0,0,,0,,NH,0,,,,,,,,,,,0,-2731499718001795595,5157994083941436013,0
7397097803529359630,0,,1,2013-07-15 17:16:38,2013-07-15,59,1318468265,224,1123982197162343121,0,44,3,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB - Lose Mac OS 6_1_3 like Gecko%2F%2Fwwww.bonprix.ru/games.ru/showCamp&cid=577&oki=1&op_page-2.html?1=1&cid=73&text/TTK26UXI&where=all&filmId=akURAFuZUXI&where=all&film/723/metrov/mepps.googleuser",,0,0,0,9500,520,1368,554,23,15,2,502,0,0,11,D�,1,1,0,0,,,3453412,0,0,,0,1,408,119,135,2013-07-15 00:22:20,0,0,0,0,windows,1601,0,0,1,6240954510690257503,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%20%D0%B5&where=all&text=%D1%8C%20%20%D0%B5%D0%BD%D1%82%D0%BC%D0%B0%D0%BE%D1%8F%20%D0%B0%20(KHTML%2C%20like%20Gecko%2F27.0.963.47%20%D0%B8%D1%81%D0%B5%D1%80%D0%B0%D0%B9_%D0%BA%D0%B1%D1%81%D1,83872441,0,0,0,1,0,5,2013-07-15 05:11:20,31,1,3,2082,65,1498445323,12720,-1,22,S0,h1,,,0,206,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,5157994083941436013,0
9094365148087841882,1,,1,2013-07-15 18:55:15,2013-07-15,59,1057890625,229,884648591385468655,0,2,88,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB-FIRE&firms.aspx#location%3D0%26ar_pass_11676.437793&google.ru/moscow/login-jones/Moskov.irr.ru/item_no",https://google.com/fee=меньше,0,14550,952,9500,520,1996,1666,37,15,7,700,0,0,1,4�,1,1,0,0,,,1506221,1,0,,0,0,408,123,135,2013-07-15 08:49:04,4,1,31337,0,windows,1601,0,0,0,8536274140854855838,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%20%D1%82%D0%B9%2F&sr=http://ssl.hurra.com/iframe-owa.html%253DBOsV0Cw&where=all&filmId,1014430001,0,0,0,0,0,g,2013-07-15 19:18:51,50,1,3,0,26,562395620,5392,-1,3,S0,�,,,0,0,0,3,114,61,0,0,,0,,NH,0,,,,,,,,,,,0,-2731499718001795595,3621957664113602400,0
8149233942034863056,1,,1,2013-07-15 18:55:28,2013-07-15,59,1057890625,229,884648591385468655,0,2,88,"http://kurort/SINA, ADRIAN - PLAYERS-MIRACLE-REECT-THONY, BOB-FIRE&firms.aspx#location%3D0%26ar_pass_11676.437793&google.ru/moscow/login-jones/Moskov.irr.ru/item_no",,0,0,0,9500,520,1996,1666,37,15,7,700,0,0,1,4�,1,1,0,0,,,1506221,0,0,,0,1,408,123,135,2013-07-15 08:49:19,4,1,31337,0,windows,1601,0,0,1,8536274140854855838,http://slovarenda/model=0&sf=1&tech=%D0%BB%D0%B1%D0%B0%20%D1%82%D0%B9%2F&sr=http://ssl.hurra.com/iframe-owa.html%253DBOsV0Cw&where=all&filmId,1014430001,0,0,0,1,0,5,2013-07-15 19:19:05,50,1,3,0,26,562395620,5392,-1,3,S0,�,,,0,19,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,3621957664113602400,0
4913837990257329510,1,Тест (Россия) - Яндекс,1,2013-07-14 23:39:13,2013-07-15,62,820248655,229,391128192535679521,0,2,5,http://irr.ru/index.php?showalbum/login-googleuser_id=94&mode=photo=0&wi=1366,http://state=19945206/foto-4/login-20460975633565316630313.html?auth=1783272341.7317%2F09%2F&ei=fPzWUaemA,0,10813,952,9500,520,1638,1658,37,15,13,800,0,0,31,D�,1,1,0,0,,,3112,-1,0,,0,0,1509,770,135,2013-07-15 14:25:26,0,0,0,0,windows,1601,0,0,0,6891791054865610808,,946577309,0,0,0,0,0,5,2013-07-15 15:30:15,31,1,3,87,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,1960,20,305,0,,0,,NH,0,,,,,,,,,,,0,-5431626980196373069,-2115931228175666532,0
7129658910790940573,1,Приморск - IRR.ru,1,2013-07-15 01:18:45,2013-07-15,62,1438859943,169,323135847479287746,0,44,2,http://irr.ru/index.php?showalbum/login-znanny/car/sterh4.adriver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=9605.html?1=1&cid=70994/page,,0,0,0,9500,520,1368,554,37,15,7,700,0,0,10,nA,1,1,0,0,,,596990,0,0,,0,0,1798,555,243,2013-07-15 18:24:14,0,0,0,0,windows,1601,0,0,0,7052921009634914918,,453441423,0,0,0,0,0,5,2013-07-15 05:40:32,0,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-4966051422171017017,0
7788555242218269776,1,Приморск - IRR.ru,1,2013-07-15 01:27:16,2013-07-15,62,1438859943,169,323135847479287746,0,44,2,http://irr.ru/index.php?showalbum/login-znanny/car/sterh4.adriver.ru%2Fproduct_brands[]=google-AppleWebKit%2F537.22&he=9605.html?1=1&cid=70994/page,,0,0,0,9500,520,1368,554,37,15,7,700,0,0,10,nA,1,1,0,0,,,596990,0,0,,0,0,1798,555,243,2013-07-15 18:30:46,0,0,0,0,windows,1601,0,0,0,7052921009634914918,,354941261,0,0,0,0,0,5,2013-07-15 05:46:50,0,1,0,0,0,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,0,0,0,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-4966051422171017017,0
8125156977308464067,1,Теплоску на,1,2013-07-15 05:21:40,2013-07-15,62,1155882151,229,254803592439809871,0,44,5,http://irr.ru/index.php?showalbum/login=anketka.ru/google.adwolf.ru%2Fkaterina1990&op_produkty%2F&sr=http://software,,0,0,0,9500,520,1087,938,37,15,7,700,0,0,22,D�,1,1,0,0,,,978703,0,0,,0,0,1095,590,135,2013-07-15 18:17:03,4,1,16561,0,windows,1601,0,0,0,5369508687912971180,,326398623,0,0,0,0,0,5,2013-07-14 22:30:27,31,1,3,89,39,1547096432,-1,-1,-1,S0,�,,,0,0,0,0,1754,4,649,0,,0,,NH,0,,,,,,,,,,,0,-296158784638538920,-8021635349428333995,0
